particle_type,momentum,photon_hits,is_pi,is_K,is_electron,is_muon,is_proton
K,36.16089174429037,13,0.0,1.0,0.0,0.0,0.0
K,52.4895368266989,19,0.0,1.0,0.0,0.0,0.0
K,31.543694467666224,13,0.0,1.0,0.0,0.0,0.0
K,48.23207070264364,17,0.0,1.0,0.0,0.0,0.0
K,44.35795747913318,13,0.0,1.0,0.0,0.0,0.0
K,93.19217288145187,17,0.0,1.0,0.0,0.0,0.0
K,61.113185365437644,8,0.0,1.0,0.0,0.0,0.0
K,32.485867206082816,19,0.0,1.0,0.0,0.0,0.0
K,50.74511847343656,13,0.0,1.0,0.0,0.0,0.0
K,31.045657845536358,11,0.0,1.0,0.0,0.0,0.0
K,82.39816920910854,14,0.0,1.0,0.0,0.0,0.0
K,58.79922274042252,15,0.0,1.0,0.0,0.0,0.0
K,37.08812250939364,18,0.0,1.0,0.0,0.0,0.0
K,8.245424712280492,0,0.0,1.0,0.0,0.0,0.0
K,52.47261487825116,8,0.0,1.0,0.0,0.0,0.0
K,53.5609032925133,19,0.0,1.0,0.0,0.0,0.0
K,52.35151162664122,10,0.0,1.0,0.0,0.0,0.0
K,6.870364764731346,0,0.0,1.0,0.0,0.0,0.0
K,42.3910841720823,11,0.0,1.0,0.0,0.0,0.0
K,32.56876673842093,14,0.0,1.0,0.0,0.0,0.0
K,88.85410781034753,13,0.0,1.0,0.0,0.0,0.0
K,64.48831512518123,15,0.0,1.0,0.0,0.0,0.0
K,32.724253027547874,13,0.0,1.0,0.0,0.0,0.0
K,62.30489655310918,8,0.0,1.0,0.0,0.0,0.0
K,53.449672270678604,13,0.0,1.0,0.0,0.0,0.0
K,37.09476465607644,13,0.0,1.0,0.0,0.0,0.0
K,25.228106689168687,5,0.0,1.0,0.0,0.0,0.0
K,20.966572942034524,4,0.0,1.0,0.0,0.0,0.0
K,41.60161723664544,13,0.0,1.0,0.0,0.0,0.0
K,65.23845975220075,14,0.0,1.0,0.0,0.0,0.0
K,39.148658886483986,9,0.0,1.0,0.0,0.0,0.0
K,22.59083178179481,11,0.0,1.0,0.0,0.0,0.0
K,90.04723733551785,14,0.0,1.0,0.0,0.0,0.0
K,35.35728404372009,11,0.0,1.0,0.0,0.0,0.0
K,18.42859210696672,2,0.0,1.0,0.0,0.0,0.0
K,72.2835427294809,11,0.0,1.0,0.0,0.0,0.0
K,52.47832024026668,14,0.0,1.0,0.0,0.0,0.0
K,77.65055698089375,8,0.0,1.0,0.0,0.0,0.0
K,40.39326947608525,12,0.0,1.0,0.0,0.0,0.0
K,45.63292196257483,12,0.0,1.0,0.0,0.0,0.0
K,24.805794076003075,10,0.0,1.0,0.0,0.0,0.0
K,69.87210874270986,23,0.0,1.0,0.0,0.0,0.0
K,79.53972406897836,17,0.0,1.0,0.0,0.0,0.0
K,13.908790888651009,0,0.0,1.0,0.0,0.0,0.0
K,89.11200394622358,13,0.0,1.0,0.0,0.0,0.0
K,47.60036694715102,10,0.0,1.0,0.0,0.0,0.0
K,9.434056064213681,0,0.0,1.0,0.0,0.0,0.0
K,47.615088800460036,17,0.0,1.0,0.0,0.0,0.0
K,80.80382630913566,16,0.0,1.0,0.0,0.0,0.0
K,69.50072418818007,18,0.0,1.0,0.0,0.0,0.0
K,21.999463467222093,9,0.0,1.0,0.0,0.0,0.0
K,30.529111039761105,9,0.0,1.0,0.0,0.0,0.0
K,90.08040058520353,20,0.0,1.0,0.0,0.0,0.0
K,71.74444508083894,11,0.0,1.0,0.0,0.0,0.0
K,90.9339971526348,10,0.0,1.0,0.0,0.0,0.0
K,39.49466715470727,13,0.0,1.0,0.0,0.0,0.0
K,94.05015995311678,14,0.0,1.0,0.0,0.0,0.0
K,87.31385891954217,9,0.0,1.0,0.0,0.0,0.0
K,90.06358230708175,10,0.0,1.0,0.0,0.0,0.0
K,25.773355271714212,7,0.0,1.0,0.0,0.0,0.0
K,81.74954465295724,15,0.0,1.0,0.0,0.0,0.0
K,68.9349444933193,17,0.0,1.0,0.0,0.0,0.0
K,72.02478202813589,21,0.0,1.0,0.0,0.0,0.0
K,98.86471612749419,13,0.0,1.0,0.0,0.0,0.0
K,64.05696376801676,15,0.0,1.0,0.0,0.0,0.0
K,83.22345293565076,18,0.0,1.0,0.0,0.0,0.0
K,78.99117783286117,8,0.0,1.0,0.0,0.0,0.0
K,23.882241652606844,8,0.0,1.0,0.0,0.0,0.0
K,8.67749731482777,0,0.0,1.0,0.0,0.0,0.0
K,48.42011140873638,7,0.0,1.0,0.0,0.0,0.0
K,27.147189052976394,7,0.0,1.0,0.0,0.0,0.0
K,16.843129024293603,0,0.0,1.0,0.0,0.0,0.0
K,91.39290095321695,12,0.0,1.0,0.0,0.0,0.0
K,37.53032781603281,9,0.0,1.0,0.0,0.0,0.0
K,40.833051075978446,6,0.0,1.0,0.0,0.0,0.0
K,69.97088796414769,13,0.0,1.0,0.0,0.0,0.0
K,53.59476546056049,23,0.0,1.0,0.0,0.0,0.0
K,22.34922646229082,8,0.0,1.0,0.0,0.0,0.0
K,7.406532105991151,0,0.0,1.0,0.0,0.0,0.0
K,84.50502302980786,22,0.0,1.0,0.0,0.0,0.0
K,10.74004540881757,0,0.0,1.0,0.0,0.0,0.0
K,49.38395983149881,19,0.0,1.0,0.0,0.0,0.0
K,31.811570096498787,8,0.0,1.0,0.0,0.0,0.0
K,8.29293585225919,0,0.0,1.0,0.0,0.0,0.0
K,3.7082982851880004,0,0.0,1.0,0.0,0.0,0.0
K,66.29731269166952,14,0.0,1.0,0.0,0.0,0.0
K,65.57755533684396,17,0.0,1.0,0.0,0.0,0.0
K,41.12530991572067,15,0.0,1.0,0.0,0.0,0.0
K,9.098733137927125,0,0.0,1.0,0.0,0.0,0.0
K,73.96343933367848,14,0.0,1.0,0.0,0.0,0.0
K,30.652053264547764,11,0.0,1.0,0.0,0.0,0.0
K,76.37535589189154,10,0.0,1.0,0.0,0.0,0.0
K,3.1757598683608688,0,0.0,1.0,0.0,0.0,0.0
K,18.16695095976929,5,0.0,1.0,0.0,0.0,0.0
K,99.22716884352535,12,0.0,1.0,0.0,0.0,0.0
K,74.56503872344588,15,0.0,1.0,0.0,0.0,0.0
K,35.97222965762898,13,0.0,1.0,0.0,0.0,0.0
K,4.4428751759339775,0,0.0,1.0,0.0,0.0,0.0
K,89.68090867476425,10,0.0,1.0,0.0,0.0,0.0
K,8.51579361448987,0,0.0,1.0,0.0,0.0,0.0
K,36.89029876234939,13,0.0,1.0,0.0,0.0,0.0
K,77.63225321828307,13,0.0,1.0,0.0,0.0,0.0
K,42.55348178695587,8,0.0,1.0,0.0,0.0,0.0
K,5.863489733961059,0,0.0,1.0,0.0,0.0,0.0
K,73.13576907638975,13,0.0,1.0,0.0,0.0,0.0
K,76.17415980203961,16,0.0,1.0,0.0,0.0,0.0
K,72.86768430292824,10,0.0,1.0,0.0,0.0,0.0
K,62.05763886149661,19,0.0,1.0,0.0,0.0,0.0
K,60.468976775884215,18,0.0,1.0,0.0,0.0,0.0
K,68.07577320263097,7,0.0,1.0,0.0,0.0,0.0
K,18.137932950666535,2,0.0,1.0,0.0,0.0,0.0
K,32.950770631438324,9,0.0,1.0,0.0,0.0,0.0
K,23.789510374546836,3,0.0,1.0,0.0,0.0,0.0
K,67.88839376721498,13,0.0,1.0,0.0,0.0,0.0
K,59.72772618049827,19,0.0,1.0,0.0,0.0,0.0
K,21.423162127923145,5,0.0,1.0,0.0,0.0,0.0
K,80.67122513074717,5,0.0,1.0,0.0,0.0,0.0
K,76.62439303451198,16,0.0,1.0,0.0,0.0,0.0
K,69.0639052367372,24,0.0,1.0,0.0,0.0,0.0
K,78.56677644279972,17,0.0,1.0,0.0,0.0,0.0
K,89.25142565911672,14,0.0,1.0,0.0,0.0,0.0
K,15.650659430278584,0,0.0,1.0,0.0,0.0,0.0
K,4.435993215103956,0,0.0,1.0,0.0,0.0,0.0
K,66.89849223252804,12,0.0,1.0,0.0,0.0,0.0
K,66.74380933864907,13,0.0,1.0,0.0,0.0,0.0
K,27.64873617659579,5,0.0,1.0,0.0,0.0,0.0
K,92.39448347940902,14,0.0,1.0,0.0,0.0,0.0
K,25.747844721066873,11,0.0,1.0,0.0,0.0,0.0
K,76.29766583792261,15,0.0,1.0,0.0,0.0,0.0
K,52.8028990321618,11,0.0,1.0,0.0,0.0,0.0
K,39.05958797089018,10,0.0,1.0,0.0,0.0,0.0
K,98.49213117494189,17,0.0,1.0,0.0,0.0,0.0
K,45.74467375703597,10,0.0,1.0,0.0,0.0,0.0
K,97.75776509247471,12,0.0,1.0,0.0,0.0,0.0
K,41.40258028078755,6,0.0,1.0,0.0,0.0,0.0
K,47.57921378420992,15,0.0,1.0,0.0,0.0,0.0
K,20.806233566886178,7,0.0,1.0,0.0,0.0,0.0
K,97.54731957389119,18,0.0,1.0,0.0,0.0,0.0
K,39.03848894629926,20,0.0,1.0,0.0,0.0,0.0
K,53.78662554435204,16,0.0,1.0,0.0,0.0,0.0
K,60.36533680355322,13,0.0,1.0,0.0,0.0,0.0
K,64.1265617020963,16,0.0,1.0,0.0,0.0,0.0
K,52.50315604517701,20,0.0,1.0,0.0,0.0,0.0
K,53.37735147363128,17,0.0,1.0,0.0,0.0,0.0
K,88.68351442178074,14,0.0,1.0,0.0,0.0,0.0
K,41.08740050493875,16,0.0,1.0,0.0,0.0,0.0
K,12.429914760781847,0,0.0,1.0,0.0,0.0,0.0
K,9.024006381666208,0,0.0,1.0,0.0,0.0,0.0
K,28.600636346933225,10,0.0,1.0,0.0,0.0,0.0
K,5.352157588662918,0,0.0,1.0,0.0,0.0,0.0
K,50.32799308154288,16,0.0,1.0,0.0,0.0,0.0
K,75.11924371463112,16,0.0,1.0,0.0,0.0,0.0
K,22.091612429549617,6,0.0,1.0,0.0,0.0,0.0
K,58.70019889522893,21,0.0,1.0,0.0,0.0,0.0
K,7.232877664278812,0,0.0,1.0,0.0,0.0,0.0
K,25.8146758713062,8,0.0,1.0,0.0,0.0,0.0
K,95.63517967324488,12,0.0,1.0,0.0,0.0,0.0
K,69.13884978714059,17,0.0,1.0,0.0,0.0,0.0
K,86.90327965610874,12,0.0,1.0,0.0,0.0,0.0
K,71.94687459886944,19,0.0,1.0,0.0,0.0,0.0
K,80.41456474043868,10,0.0,1.0,0.0,0.0,0.0
K,88.0319479509026,9,0.0,1.0,0.0,0.0,0.0
K,23.501645375486707,3,0.0,1.0,0.0,0.0,0.0
K,25.658677938407493,7,0.0,1.0,0.0,0.0,0.0
K,66.2610704981395,17,0.0,1.0,0.0,0.0,0.0
K,82.34477132116149,13,0.0,1.0,0.0,0.0,0.0
K,78.40795455099385,17,0.0,1.0,0.0,0.0,0.0
K,91.62262660361216,17,0.0,1.0,0.0,0.0,0.0
K,15.56116490493324,0,0.0,1.0,0.0,0.0,0.0
K,38.53858868565512,12,0.0,1.0,0.0,0.0,0.0
K,3.323596759147592,0,0.0,1.0,0.0,0.0,0.0
K,57.1546454671423,17,0.0,1.0,0.0,0.0,0.0
K,91.26188592892994,14,0.0,1.0,0.0,0.0,0.0
K,56.12285712837792,11,0.0,1.0,0.0,0.0,0.0
K,44.025981277004476,17,0.0,1.0,0.0,0.0,0.0
K,80.86840027567763,10,0.0,1.0,0.0,0.0,0.0
K,55.174801464626775,16,0.0,1.0,0.0,0.0,0.0
K,53.120096200633405,8,0.0,1.0,0.0,0.0,0.0
K,3.3875112579516315,0,0.0,1.0,0.0,0.0,0.0
K,15.254903671480859,0,0.0,1.0,0.0,0.0,0.0
K,48.163551483643325,13,0.0,1.0,0.0,0.0,0.0
K,90.76125194787173,16,0.0,1.0,0.0,0.0,0.0
K,50.934998183640886,19,0.0,1.0,0.0,0.0,0.0
K,18.7831841089279,3,0.0,1.0,0.0,0.0,0.0
K,97.92278051596323,13,0.0,1.0,0.0,0.0,0.0
K,78.80726438815323,25,0.0,1.0,0.0,0.0,0.0
K,9.274682019771271,0,0.0,1.0,0.0,0.0,0.0
K,96.96319384489085,18,0.0,1.0,0.0,0.0,0.0
K,67.94255081251112,15,0.0,1.0,0.0,0.0,0.0
K,90.11240275151526,7,0.0,1.0,0.0,0.0,0.0
K,53.30594487019372,17,0.0,1.0,0.0,0.0,0.0
K,56.80747555061721,13,0.0,1.0,0.0,0.0,0.0
K,94.47397022134055,25,0.0,1.0,0.0,0.0,0.0
K,63.74402035271242,16,0.0,1.0,0.0,0.0,0.0
K,63.216156381351865,17,0.0,1.0,0.0,0.0,0.0
K,99.46099217634726,21,0.0,1.0,0.0,0.0,0.0
K,73.44550036995052,12,0.0,1.0,0.0,0.0,0.0
K,27.47446891224048,18,0.0,1.0,0.0,0.0,0.0
K,68.04047462266645,15,0.0,1.0,0.0,0.0,0.0
K,73.34991946080356,12,0.0,1.0,0.0,0.0,0.0
K,53.00715425308365,12,0.0,1.0,0.0,0.0,0.0
K,8.215138725249474,0,0.0,1.0,0.0,0.0,0.0
K,11.183841256053322,0,0.0,1.0,0.0,0.0,0.0
K,67.10583454852252,17,0.0,1.0,0.0,0.0,0.0
K,85.06668851327181,14,0.0,1.0,0.0,0.0,0.0
K,28.34807353505616,9,0.0,1.0,0.0,0.0,0.0
K,80.78492397710714,15,0.0,1.0,0.0,0.0,0.0
K,91.63832126772499,14,0.0,1.0,0.0,0.0,0.0
K,28.88641777814535,10,0.0,1.0,0.0,0.0,0.0
K,58.645730324541965,12,0.0,1.0,0.0,0.0,0.0
K,81.82673754856022,16,0.0,1.0,0.0,0.0,0.0
K,17.786519340973456,4,0.0,1.0,0.0,0.0,0.0
K,57.62588100102292,19,0.0,1.0,0.0,0.0,0.0
K,55.68664558885703,15,0.0,1.0,0.0,0.0,0.0
K,49.4495027108837,19,0.0,1.0,0.0,0.0,0.0
K,56.608612196710226,17,0.0,1.0,0.0,0.0,0.0
K,39.29587014220914,15,0.0,1.0,0.0,0.0,0.0
K,4.945561955711741,0,0.0,1.0,0.0,0.0,0.0
K,27.489727628284587,14,0.0,1.0,0.0,0.0,0.0
K,54.77352509191262,18,0.0,1.0,0.0,0.0,0.0
K,36.327399204396876,14,0.0,1.0,0.0,0.0,0.0
K,66.45753595464626,13,0.0,1.0,0.0,0.0,0.0
K,86.34284134654075,12,0.0,1.0,0.0,0.0,0.0
K,48.35584676013088,19,0.0,1.0,0.0,0.0,0.0
K,74.11695523957265,12,0.0,1.0,0.0,0.0,0.0
K,98.1243488236191,13,0.0,1.0,0.0,0.0,0.0
K,32.3646708353728,7,0.0,1.0,0.0,0.0,0.0
K,9.275397798224997,0,0.0,1.0,0.0,0.0,0.0
K,68.03887436766712,19,0.0,1.0,0.0,0.0,0.0
K,73.50958642339849,20,0.0,1.0,0.0,0.0,0.0
K,54.20842302029466,13,0.0,1.0,0.0,0.0,0.0
K,87.10759572584791,8,0.0,1.0,0.0,0.0,0.0
K,70.05046010069249,13,0.0,1.0,0.0,0.0,0.0
K,85.24964168779472,19,0.0,1.0,0.0,0.0,0.0
K,9.253065932024029,0,0.0,1.0,0.0,0.0,0.0
K,73.90423178630535,13,0.0,1.0,0.0,0.0,0.0
K,66.82704466917588,10,0.0,1.0,0.0,0.0,0.0
K,8.04313702237031,0,0.0,1.0,0.0,0.0,0.0
K,88.78532382332604,18,0.0,1.0,0.0,0.0,0.0
K,33.8625823411337,9,0.0,1.0,0.0,0.0,0.0
K,53.07126225750361,20,0.0,1.0,0.0,0.0,0.0
K,33.58639076898481,17,0.0,1.0,0.0,0.0,0.0
K,52.344520537751706,11,0.0,1.0,0.0,0.0,0.0
K,21.402135094526432,9,0.0,1.0,0.0,0.0,0.0
K,65.64454344289061,16,0.0,1.0,0.0,0.0,0.0
K,23.709206045870765,7,0.0,1.0,0.0,0.0,0.0
K,90.31334631597265,11,0.0,1.0,0.0,0.0,0.0
K,69.55808431536192,17,0.0,1.0,0.0,0.0,0.0
K,24.310688828026247,16,0.0,1.0,0.0,0.0,0.0
K,61.959906646650566,13,0.0,1.0,0.0,0.0,0.0
K,3.8878961638805776,0,0.0,1.0,0.0,0.0,0.0
K,12.869072135148748,0,0.0,1.0,0.0,0.0,0.0
K,59.89117072445229,10,0.0,1.0,0.0,0.0,0.0
K,77.73248870225974,15,0.0,1.0,0.0,0.0,0.0
K,2.923748400375506,0,0.0,1.0,0.0,0.0,0.0
K,38.02047624266541,12,0.0,1.0,0.0,0.0,0.0
K,29.497134853163047,10,0.0,1.0,0.0,0.0,0.0
K,36.812108313680575,7,0.0,1.0,0.0,0.0,0.0
K,75.30491902578463,17,0.0,1.0,0.0,0.0,0.0
K,86.62578375416012,13,0.0,1.0,0.0,0.0,0.0
K,8.855108477690903,0,0.0,1.0,0.0,0.0,0.0
K,65.7297196049208,14,0.0,1.0,0.0,0.0,0.0
K,65.69485674820373,17,0.0,1.0,0.0,0.0,0.0
K,17.023822668731775,4,0.0,1.0,0.0,0.0,0.0
K,5.7296681099076965,0,0.0,1.0,0.0,0.0,0.0
K,90.25109254976724,10,0.0,1.0,0.0,0.0,0.0
K,26.84234185408987,16,0.0,1.0,0.0,0.0,0.0
K,78.90366217929274,17,0.0,1.0,0.0,0.0,0.0
K,8.222406278012672,0,0.0,1.0,0.0,0.0,0.0
K,38.369552783014015,8,0.0,1.0,0.0,0.0,0.0
K,5.190482574074392,0,0.0,1.0,0.0,0.0,0.0
K,61.859234412036756,16,0.0,1.0,0.0,0.0,0.0
K,95.61015067476015,15,0.0,1.0,0.0,0.0,0.0
K,73.53418836664004,13,0.0,1.0,0.0,0.0,0.0
K,72.86434871590964,10,0.0,1.0,0.0,0.0,0.0
K,36.61982339232188,13,0.0,1.0,0.0,0.0,0.0
K,57.97555988889927,12,0.0,1.0,0.0,0.0,0.0
K,25.89935423864812,11,0.0,1.0,0.0,0.0,0.0
K,44.68038330766334,14,0.0,1.0,0.0,0.0,0.0
K,53.60258543856546,15,0.0,1.0,0.0,0.0,0.0
K,76.49578701225329,17,0.0,1.0,0.0,0.0,0.0
K,97.27515347821351,13,0.0,1.0,0.0,0.0,0.0
K,62.45747910928755,19,0.0,1.0,0.0,0.0,0.0
K,81.37574662150314,16,0.0,1.0,0.0,0.0,0.0
K,64.1288212792023,7,0.0,1.0,0.0,0.0,0.0
K,95.9796644488739,14,0.0,1.0,0.0,0.0,0.0
K,23.818809177392062,5,0.0,1.0,0.0,0.0,0.0
K,25.147500455465693,3,0.0,1.0,0.0,0.0,0.0
K,7.575911136628654,0,0.0,1.0,0.0,0.0,0.0
K,63.34641661358677,12,0.0,1.0,0.0,0.0,0.0
K,45.24565262971678,12,0.0,1.0,0.0,0.0,0.0
K,50.992829588676045,17,0.0,1.0,0.0,0.0,0.0
K,25.12730313521756,9,0.0,1.0,0.0,0.0,0.0
K,20.40101624796526,4,0.0,1.0,0.0,0.0,0.0
K,63.71388274415712,10,0.0,1.0,0.0,0.0,0.0
K,66.14200139612832,14,0.0,1.0,0.0,0.0,0.0
K,61.758224365010285,11,0.0,1.0,0.0,0.0,0.0
K,38.13946723457192,14,0.0,1.0,0.0,0.0,0.0
K,5.605774224579425,0,0.0,1.0,0.0,0.0,0.0
K,96.10695554565959,12,0.0,1.0,0.0,0.0,0.0
K,64.7922239698498,14,0.0,1.0,0.0,0.0,0.0
K,94.17341204653255,15,0.0,1.0,0.0,0.0,0.0
K,5.141731400810544,0,0.0,1.0,0.0,0.0,0.0
K,38.763118199545005,15,0.0,1.0,0.0,0.0,0.0
K,52.66351880701552,13,0.0,1.0,0.0,0.0,0.0
K,56.42328067811962,17,0.0,1.0,0.0,0.0,0.0
K,43.80497368229212,23,0.0,1.0,0.0,0.0,0.0
K,46.32653502421019,16,0.0,1.0,0.0,0.0,0.0
K,78.57383736064475,15,0.0,1.0,0.0,0.0,0.0
K,30.85979313375337,12,0.0,1.0,0.0,0.0,0.0
K,33.95043797837406,8,0.0,1.0,0.0,0.0,0.0
K,78.6378834686609,12,0.0,1.0,0.0,0.0,0.0
K,32.84932999565615,14,0.0,1.0,0.0,0.0,0.0
K,26.350476130291153,10,0.0,1.0,0.0,0.0,0.0
K,77.23409959715401,13,0.0,1.0,0.0,0.0,0.0
K,80.6526599906883,11,0.0,1.0,0.0,0.0,0.0
K,86.7231096679012,10,0.0,1.0,0.0,0.0,0.0
K,29.19956356630702,5,0.0,1.0,0.0,0.0,0.0
K,26.315692632491025,17,0.0,1.0,0.0,0.0,0.0
K,25.154791537328283,10,0.0,1.0,0.0,0.0,0.0
K,34.90372040025515,14,0.0,1.0,0.0,0.0,0.0
K,42.02801412526289,14,0.0,1.0,0.0,0.0,0.0
K,73.11151605731463,15,0.0,1.0,0.0,0.0,0.0
K,68.17971414141826,13,0.0,1.0,0.0,0.0,0.0
K,27.921470361011234,8,0.0,1.0,0.0,0.0,0.0
K,62.57468211126261,19,0.0,1.0,0.0,0.0,0.0
K,98.77384011443785,21,0.0,1.0,0.0,0.0,0.0
K,90.57820939451648,18,0.0,1.0,0.0,0.0,0.0
K,60.6238919922649,13,0.0,1.0,0.0,0.0,0.0
K,20.45901801983588,9,0.0,1.0,0.0,0.0,0.0
K,98.76716831352083,17,0.0,1.0,0.0,0.0,0.0
K,91.40992552704368,14,0.0,1.0,0.0,0.0,0.0
K,46.467277277745055,16,0.0,1.0,0.0,0.0,0.0
K,72.59291089313619,17,0.0,1.0,0.0,0.0,0.0
K,98.27942749386358,19,0.0,1.0,0.0,0.0,0.0
K,5.43477909418252,0,0.0,1.0,0.0,0.0,0.0
K,51.99095300971161,18,0.0,1.0,0.0,0.0,0.0
K,5.906032121153308,0,0.0,1.0,0.0,0.0,0.0
K,54.48997685345611,18,0.0,1.0,0.0,0.0,0.0
K,34.26336299237576,17,0.0,1.0,0.0,0.0,0.0
K,40.79326846244699,14,0.0,1.0,0.0,0.0,0.0
K,35.2290910627872,8,0.0,1.0,0.0,0.0,0.0
K,36.67937756011616,13,0.0,1.0,0.0,0.0,0.0
K,18.289290858709034,5,0.0,1.0,0.0,0.0,0.0
K,56.70101712840798,17,0.0,1.0,0.0,0.0,0.0
K,87.0135924972353,13,0.0,1.0,0.0,0.0,0.0
K,64.47596627430262,14,0.0,1.0,0.0,0.0,0.0
K,27.050715962860046,10,0.0,1.0,0.0,0.0,0.0
K,15.25099888502159,0,0.0,1.0,0.0,0.0,0.0
K,95.22378210030989,12,0.0,1.0,0.0,0.0,0.0
K,16.24546449894875,1,0.0,1.0,0.0,0.0,0.0
K,48.87928298803107,14,0.0,1.0,0.0,0.0,0.0
K,36.76097546267964,9,0.0,1.0,0.0,0.0,0.0
K,62.00323247106342,15,0.0,1.0,0.0,0.0,0.0
K,13.304512414499577,0,0.0,1.0,0.0,0.0,0.0
K,77.01528663972796,15,0.0,1.0,0.0,0.0,0.0
K,88.65922979012377,13,0.0,1.0,0.0,0.0,0.0
K,70.73817930328582,14,0.0,1.0,0.0,0.0,0.0
K,34.518354205847075,10,0.0,1.0,0.0,0.0,0.0
K,16.692505874059954,3,0.0,1.0,0.0,0.0,0.0
K,36.3959557044848,7,0.0,1.0,0.0,0.0,0.0
K,83.31772156316532,17,0.0,1.0,0.0,0.0,0.0
K,68.43877412529591,18,0.0,1.0,0.0,0.0,0.0
K,92.69372717802219,14,0.0,1.0,0.0,0.0,0.0
K,15.647017290598576,0,0.0,1.0,0.0,0.0,0.0
K,22.383302881591312,3,0.0,1.0,0.0,0.0,0.0
K,69.87345960613074,12,0.0,1.0,0.0,0.0,0.0
K,29.34084115588771,10,0.0,1.0,0.0,0.0,0.0
K,17.752983200105604,4,0.0,1.0,0.0,0.0,0.0
K,36.6915574265917,16,0.0,1.0,0.0,0.0,0.0
K,25.98996848577306,7,0.0,1.0,0.0,0.0,0.0
K,3.828512653834977,0,0.0,1.0,0.0,0.0,0.0
K,55.427044411036924,14,0.0,1.0,0.0,0.0,0.0
K,10.948620231139017,0,0.0,1.0,0.0,0.0,0.0
K,6.207818305620126,0,0.0,1.0,0.0,0.0,0.0
K,51.13512915543953,19,0.0,1.0,0.0,0.0,0.0
K,4.906625408927734,0,0.0,1.0,0.0,0.0,0.0
K,64.70337155638737,10,0.0,1.0,0.0,0.0,0.0
K,98.9530471848641,26,0.0,1.0,0.0,0.0,0.0
K,77.22324468836015,12,0.0,1.0,0.0,0.0,0.0
K,72.25552728102132,14,0.0,1.0,0.0,0.0,0.0
K,79.43484294066803,10,0.0,1.0,0.0,0.0,0.0
K,37.40367420327125,8,0.0,1.0,0.0,0.0,0.0
K,22.504327575014067,5,0.0,1.0,0.0,0.0,0.0
K,44.06410948746997,16,0.0,1.0,0.0,0.0,0.0
K,99.18369799374508,11,0.0,1.0,0.0,0.0,0.0
K,44.469437285176,17,0.0,1.0,0.0,0.0,0.0
K,99.99421695237895,14,0.0,1.0,0.0,0.0,0.0
K,30.128158040850483,18,0.0,1.0,0.0,0.0,0.0
K,92.68243951516058,13,0.0,1.0,0.0,0.0,0.0
K,26.488550286974178,8,0.0,1.0,0.0,0.0,0.0
K,59.4072886642591,6,0.0,1.0,0.0,0.0,0.0
K,70.59475966516561,13,0.0,1.0,0.0,0.0,0.0
K,25.005883641942177,8,0.0,1.0,0.0,0.0,0.0
K,52.35669355631405,16,0.0,1.0,0.0,0.0,0.0
K,63.59472867318854,14,0.0,1.0,0.0,0.0,0.0
K,34.5471814121596,13,0.0,1.0,0.0,0.0,0.0
K,8.184541351383658,0,0.0,1.0,0.0,0.0,0.0
K,39.18682382775239,12,0.0,1.0,0.0,0.0,0.0
K,66.29849401972696,12,0.0,1.0,0.0,0.0,0.0
K,27.58499151381833,9,0.0,1.0,0.0,0.0,0.0
K,63.427279787838145,10,0.0,1.0,0.0,0.0,0.0
K,6.1068423887163945,0,0.0,1.0,0.0,0.0,0.0
K,96.05203587442688,19,0.0,1.0,0.0,0.0,0.0
K,97.99085397272522,14,0.0,1.0,0.0,0.0,0.0
K,20.46055427160026,7,0.0,1.0,0.0,0.0,0.0
K,31.896520612079147,17,0.0,1.0,0.0,0.0,0.0
K,79.78578469429455,15,0.0,1.0,0.0,0.0,0.0
K,18.200499286817674,5,0.0,1.0,0.0,0.0,0.0
K,23.72235436512169,8,0.0,1.0,0.0,0.0,0.0
K,67.76971505697502,12,0.0,1.0,0.0,0.0,0.0
K,32.980079114211414,13,0.0,1.0,0.0,0.0,0.0
K,83.3629799948265,11,0.0,1.0,0.0,0.0,0.0
K,51.31749086638597,18,0.0,1.0,0.0,0.0,0.0
K,60.76203169860707,15,0.0,1.0,0.0,0.0,0.0
K,71.19203890396504,14,0.0,1.0,0.0,0.0,0.0
K,73.05512864166413,20,0.0,1.0,0.0,0.0,0.0
K,94.85041002894808,12,0.0,1.0,0.0,0.0,0.0
K,21.017068309185188,7,0.0,1.0,0.0,0.0,0.0
K,68.47897975865335,11,0.0,1.0,0.0,0.0,0.0
K,60.127112318744004,14,0.0,1.0,0.0,0.0,0.0
K,79.08450841520913,16,0.0,1.0,0.0,0.0,0.0
K,72.25612414957426,16,0.0,1.0,0.0,0.0,0.0
K,31.776423304394605,8,0.0,1.0,0.0,0.0,0.0
K,70.80811337944849,15,0.0,1.0,0.0,0.0,0.0
K,32.406713278168134,15,0.0,1.0,0.0,0.0,0.0
K,80.41559356349684,9,0.0,1.0,0.0,0.0,0.0
K,16.817626537505472,1,0.0,1.0,0.0,0.0,0.0
K,2.2080834490082015,0,0.0,1.0,0.0,0.0,0.0
K,56.124998327723226,20,0.0,1.0,0.0,0.0,0.0
K,22.40079316826338,7,0.0,1.0,0.0,0.0,0.0
K,79.12246857004443,14,0.0,1.0,0.0,0.0,0.0
K,86.29988719529076,11,0.0,1.0,0.0,0.0,0.0
K,76.62926398615417,14,0.0,1.0,0.0,0.0,0.0
K,76.58510139718595,16,0.0,1.0,0.0,0.0,0.0
K,52.15277771117952,9,0.0,1.0,0.0,0.0,0.0
