particle_type,momentum,photon_hits,is_pi,is_K,is_electron,is_muon,is_proton
electron,84.2977920870238,22,0.0,0.0,1.0,0.0,0.0
electron,24.18677697719397,16,0.0,0.0,1.0,0.0,0.0
electron,23.652371534510667,17,0.0,0.0,1.0,0.0,0.0
electron,45.20188861816516,11,0.0,0.0,1.0,0.0,0.0
electron,33.41871994244296,14,0.0,0.0,1.0,0.0,0.0
electron,39.71804247231483,18,0.0,0.0,1.0,0.0,0.0
electron,73.7936726315997,8,0.0,0.0,1.0,0.0,0.0
electron,46.85533207071614,18,0.0,0.0,1.0,0.0,0.0
electron,75.44692696549552,12,0.0,0.0,1.0,0.0,0.0
electron,12.07841536507513,17,0.0,0.0,1.0,0.0,0.0
electron,43.323719983102315,17,0.0,0.0,1.0,0.0,0.0
electron,40.25869620957527,21,0.0,0.0,1.0,0.0,0.0
electron,72.62784369656713,20,0.0,0.0,1.0,0.0,0.0
electron,39.659217311804134,12,0.0,0.0,1.0,0.0,0.0
electron,37.68082342410822,12,0.0,0.0,1.0,0.0,0.0
electron,90.14339324139941,14,0.0,0.0,1.0,0.0,0.0
electron,39.224812921800414,14,0.0,0.0,1.0,0.0,0.0
electron,51.51194895737258,12,0.0,0.0,1.0,0.0,0.0
electron,83.88824717290278,22,0.0,0.0,1.0,0.0,0.0
electron,57.440997299995956,16,0.0,0.0,1.0,0.0,0.0
electron,62.34401006976597,13,0.0,0.0,1.0,0.0,0.0
electron,8.096056997631475,14,0.0,0.0,1.0,0.0,0.0
electron,35.996808041608176,21,0.0,0.0,1.0,0.0,0.0
electron,23.189484023770028,16,0.0,0.0,1.0,0.0,0.0
electron,25.274274495578634,13,0.0,0.0,1.0,0.0,0.0
electron,21.651224574594544,16,0.0,0.0,1.0,0.0,0.0
electron,3.19745345289257,14,0.0,0.0,1.0,0.0,0.0
electron,82.91113485825272,15,0.0,0.0,1.0,0.0,0.0
electron,23.36615173925039,21,0.0,0.0,1.0,0.0,0.0
electron,42.58401806221215,16,0.0,0.0,1.0,0.0,0.0
electron,75.016126508717,17,0.0,0.0,1.0,0.0,0.0
electron,85.8250101525496,14,0.0,0.0,1.0,0.0,0.0
electron,67.42573082049049,14,0.0,0.0,1.0,0.0,0.0
electron,33.187658067357006,16,0.0,0.0,1.0,0.0,0.0
electron,53.2068619162822,17,0.0,0.0,1.0,0.0,0.0
electron,90.30835964907693,4,0.0,0.0,1.0,0.0,0.0
electron,42.843699393756495,13,0.0,0.0,1.0,0.0,0.0
electron,55.75767659208077,20,0.0,0.0,1.0,0.0,0.0
electron,13.224486829950601,12,0.0,0.0,1.0,0.0,0.0
electron,63.13263332456711,18,0.0,0.0,1.0,0.0,0.0
electron,26.243347461589355,16,0.0,0.0,1.0,0.0,0.0
electron,41.02946982377323,16,0.0,0.0,1.0,0.0,0.0
electron,31.389472879657752,13,0.0,0.0,1.0,0.0,0.0
electron,43.40847484817188,12,0.0,0.0,1.0,0.0,0.0
electron,59.956503873555185,17,0.0,0.0,1.0,0.0,0.0
electron,69.57677760961306,8,0.0,0.0,1.0,0.0,0.0
electron,73.73190228470328,14,0.0,0.0,1.0,0.0,0.0
electron,82.0608468627143,22,0.0,0.0,1.0,0.0,0.0
electron,28.393400114539435,15,0.0,0.0,1.0,0.0,0.0
electron,5.9610979098049,16,0.0,0.0,1.0,0.0,0.0
electron,10.11716431681367,9,0.0,0.0,1.0,0.0,0.0
electron,93.11431496319062,17,0.0,0.0,1.0,0.0,0.0
electron,17.510165652749404,15,0.0,0.0,1.0,0.0,0.0
electron,69.61170910096229,17,0.0,0.0,1.0,0.0,0.0
electron,12.800820123845702,18,0.0,0.0,1.0,0.0,0.0
electron,26.388042179565932,9,0.0,0.0,1.0,0.0,0.0
electron,83.64882628748715,15,0.0,0.0,1.0,0.0,0.0
electron,60.10817573802149,18,0.0,0.0,1.0,0.0,0.0
electron,34.03288785515325,19,0.0,0.0,1.0,0.0,0.0
electron,96.51810674585806,17,0.0,0.0,1.0,0.0,0.0
electron,40.98026175644982,17,0.0,0.0,1.0,0.0,0.0
electron,97.43343414841641,10,0.0,0.0,1.0,0.0,0.0
electron,40.24944125078272,23,0.0,0.0,1.0,0.0,0.0
electron,25.287097762433564,12,0.0,0.0,1.0,0.0,0.0
electron,21.89572385895686,18,0.0,0.0,1.0,0.0,0.0
electron,36.82596113160393,18,0.0,0.0,1.0,0.0,0.0
electron,63.06166815387351,12,0.0,0.0,1.0,0.0,0.0
electron,58.28951046406018,16,0.0,0.0,1.0,0.0,0.0
electron,96.42305841092946,17,0.0,0.0,1.0,0.0,0.0
electron,3.3412749923943084,17,0.0,0.0,1.0,0.0,0.0
electron,53.37642291346118,11,0.0,0.0,1.0,0.0,0.0
electron,59.64792107334672,9,0.0,0.0,1.0,0.0,0.0
electron,70.19788892415647,18,0.0,0.0,1.0,0.0,0.0
electron,55.118387499816265,21,0.0,0.0,1.0,0.0,0.0
electron,45.529440358107856,16,0.0,0.0,1.0,0.0,0.0
electron,84.18094594316727,11,0.0,0.0,1.0,0.0,0.0
electron,64.4973230763859,7,0.0,0.0,1.0,0.0,0.0
electron,14.071189129023363,7,0.0,0.0,1.0,0.0,0.0
electron,33.479019021512116,16,0.0,0.0,1.0,0.0,0.0
electron,71.59734960427183,13,0.0,0.0,1.0,0.0,0.0
electron,59.27594840893459,15,0.0,0.0,1.0,0.0,0.0
electron,55.77473815396826,13,0.0,0.0,1.0,0.0,0.0
electron,89.96718300722128,15,0.0,0.0,1.0,0.0,0.0
electron,79.57346644977196,12,0.0,0.0,1.0,0.0,0.0
electron,67.03018335181606,13,0.0,0.0,1.0,0.0,0.0
electron,52.83926676292259,19,0.0,0.0,1.0,0.0,0.0
electron,76.37996885223801,11,0.0,0.0,1.0,0.0,0.0
electron,85.59524832301608,13,0.0,0.0,1.0,0.0,0.0
electron,92.34702634013851,22,0.0,0.0,1.0,0.0,0.0
electron,20.05804593423278,13,0.0,0.0,1.0,0.0,0.0
electron,70.9642717865781,13,0.0,0.0,1.0,0.0,0.0
electron,91.98597495592679,16,0.0,0.0,1.0,0.0,0.0
electron,35.43006123551446,13,0.0,0.0,1.0,0.0,0.0
electron,85.45468607064895,17,0.0,0.0,1.0,0.0,0.0
electron,31.244081893669232,23,0.0,0.0,1.0,0.0,0.0
electron,2.867000137208958,17,0.0,0.0,1.0,0.0,0.0
electron,87.84713273035416,13,0.0,0.0,1.0,0.0,0.0
electron,45.81081766691175,12,0.0,0.0,1.0,0.0,0.0
electron,58.00902116304829,16,0.0,0.0,1.0,0.0,0.0
electron,64.1860828631477,14,0.0,0.0,1.0,0.0,0.0
electron,43.63776811124392,16,0.0,0.0,1.0,0.0,0.0
electron,30.686759893691505,16,0.0,0.0,1.0,0.0,0.0
electron,64.45318611860066,12,0.0,0.0,1.0,0.0,0.0
electron,58.69592162209693,15,0.0,0.0,1.0,0.0,0.0
electron,52.00949517002994,14,0.0,0.0,1.0,0.0,0.0
electron,30.008659772181954,15,0.0,0.0,1.0,0.0,0.0
electron,5.372210901379513,16,0.0,0.0,1.0,0.0,0.0
electron,41.410025639018144,18,0.0,0.0,1.0,0.0,0.0
electron,76.70066702721397,14,0.0,0.0,1.0,0.0,0.0
electron,42.62780772155262,15,0.0,0.0,1.0,0.0,0.0
electron,94.80160903394912,21,0.0,0.0,1.0,0.0,0.0
electron,95.79404657571604,17,0.0,0.0,1.0,0.0,0.0
electron,49.783998038329074,18,0.0,0.0,1.0,0.0,0.0
electron,47.580266941703485,16,0.0,0.0,1.0,0.0,0.0
electron,57.35317197455135,16,0.0,0.0,1.0,0.0,0.0
electron,93.6121959789976,12,0.0,0.0,1.0,0.0,0.0
electron,44.96144276986615,14,0.0,0.0,1.0,0.0,0.0
electron,78.54672969217944,20,0.0,0.0,1.0,0.0,0.0
electron,37.688553995197054,14,0.0,0.0,1.0,0.0,0.0
electron,11.697775021175147,11,0.0,0.0,1.0,0.0,0.0
electron,56.78775620387099,20,0.0,0.0,1.0,0.0,0.0
electron,57.738005114983714,17,0.0,0.0,1.0,0.0,0.0
electron,9.677989025125543,17,0.0,0.0,1.0,0.0,0.0
electron,91.86161607387817,10,0.0,0.0,1.0,0.0,0.0
electron,15.429103452046386,14,0.0,0.0,1.0,0.0,0.0
electron,29.168149554243154,21,0.0,0.0,1.0,0.0,0.0
electron,21.4938681196847,17,0.0,0.0,1.0,0.0,0.0
electron,91.22568888738778,12,0.0,0.0,1.0,0.0,0.0
electron,22.71707859997027,17,0.0,0.0,1.0,0.0,0.0
electron,24.763477853537353,19,0.0,0.0,1.0,0.0,0.0
electron,74.72082985271881,11,0.0,0.0,1.0,0.0,0.0
electron,35.36042013556657,18,0.0,0.0,1.0,0.0,0.0
electron,60.92642791420815,15,0.0,0.0,1.0,0.0,0.0
electron,71.47990667802652,16,0.0,0.0,1.0,0.0,0.0
electron,28.246349897552154,13,0.0,0.0,1.0,0.0,0.0
electron,16.850431838278823,14,0.0,0.0,1.0,0.0,0.0
electron,84.00028576257488,16,0.0,0.0,1.0,0.0,0.0
electron,58.127006234806736,11,0.0,0.0,1.0,0.0,0.0
electron,61.588860962394065,15,0.0,0.0,1.0,0.0,0.0
electron,3.725001218176529,14,0.0,0.0,1.0,0.0,0.0
electron,12.477746660954779,12,0.0,0.0,1.0,0.0,0.0
electron,86.1965078718841,16,0.0,0.0,1.0,0.0,0.0
electron,43.67151638692279,15,0.0,0.0,1.0,0.0,0.0
electron,93.37693911449593,15,0.0,0.0,1.0,0.0,0.0
electron,96.48636333778799,18,0.0,0.0,1.0,0.0,0.0
electron,35.46858038563427,14,0.0,0.0,1.0,0.0,0.0
electron,67.89109730848608,18,0.0,0.0,1.0,0.0,0.0
electron,22.32208699884966,10,0.0,0.0,1.0,0.0,0.0
electron,69.88746092933276,16,0.0,0.0,1.0,0.0,0.0
electron,10.595405854186826,6,0.0,0.0,1.0,0.0,0.0
electron,62.0711174768421,10,0.0,0.0,1.0,0.0,0.0
electron,40.37587810270468,20,0.0,0.0,1.0,0.0,0.0
electron,23.266649285862073,9,0.0,0.0,1.0,0.0,0.0
electron,18.793455102575116,12,0.0,0.0,1.0,0.0,0.0
electron,31.648869559710203,23,0.0,0.0,1.0,0.0,0.0
electron,72.75060634337709,14,0.0,0.0,1.0,0.0,0.0
electron,81.95637407097377,13,0.0,0.0,1.0,0.0,0.0
electron,23.258001120424876,16,0.0,0.0,1.0,0.0,0.0
electron,87.3974654125487,15,0.0,0.0,1.0,0.0,0.0
electron,68.70926184945135,10,0.0,0.0,1.0,0.0,0.0
electron,55.66945121039018,15,0.0,0.0,1.0,0.0,0.0
electron,54.25500616354075,13,0.0,0.0,1.0,0.0,0.0
electron,31.972550919620996,12,0.0,0.0,1.0,0.0,0.0
electron,11.092205874178468,15,0.0,0.0,1.0,0.0,0.0
electron,67.93073433461933,16,0.0,0.0,1.0,0.0,0.0
electron,7.407100298694494,14,0.0,0.0,1.0,0.0,0.0
electron,59.83928765761465,16,0.0,0.0,1.0,0.0,0.0
electron,35.75188901698456,21,0.0,0.0,1.0,0.0,0.0
electron,66.0946517083641,9,0.0,0.0,1.0,0.0,0.0
electron,38.225901202361285,14,0.0,0.0,1.0,0.0,0.0
electron,12.725512733312902,15,0.0,0.0,1.0,0.0,0.0
electron,27.148336139837586,24,0.0,0.0,1.0,0.0,0.0
electron,38.209878599383266,19,0.0,0.0,1.0,0.0,0.0
electron,14.026602693395825,12,0.0,0.0,1.0,0.0,0.0
electron,23.208309459850724,21,0.0,0.0,1.0,0.0,0.0
electron,88.90038960155745,16,0.0,0.0,1.0,0.0,0.0
electron,99.81522118210883,17,0.0,0.0,1.0,0.0,0.0
electron,31.488404693646654,19,0.0,0.0,1.0,0.0,0.0
electron,43.419279229681734,13,0.0,0.0,1.0,0.0,0.0
electron,40.38661649477763,7,0.0,0.0,1.0,0.0,0.0
electron,95.91901658909032,16,0.0,0.0,1.0,0.0,0.0
electron,60.81211508448943,13,0.0,0.0,1.0,0.0,0.0
electron,87.34018755722224,12,0.0,0.0,1.0,0.0,0.0
electron,54.6406750972679,14,0.0,0.0,1.0,0.0,0.0
electron,69.5202796417161,18,0.0,0.0,1.0,0.0,0.0
electron,80.19307882808205,16,0.0,0.0,1.0,0.0,0.0
electron,96.37948743928145,16,0.0,0.0,1.0,0.0,0.0
electron,22.20644731878966,14,0.0,0.0,1.0,0.0,0.0
electron,52.28325448499739,17,0.0,0.0,1.0,0.0,0.0
electron,44.81152015229748,9,0.0,0.0,1.0,0.0,0.0
electron,80.63953064776796,28,0.0,0.0,1.0,0.0,0.0
electron,56.99632451130487,16,0.0,0.0,1.0,0.0,0.0
electron,80.03251013523237,12,0.0,0.0,1.0,0.0,0.0
electron,68.69522273273863,11,0.0,0.0,1.0,0.0,0.0
electron,77.13752602548439,13,0.0,0.0,1.0,0.0,0.0
electron,99.14356663058717,17,0.0,0.0,1.0,0.0,0.0
electron,14.268262988518298,18,0.0,0.0,1.0,0.0,0.0
electron,48.705550544265186,14,0.0,0.0,1.0,0.0,0.0
electron,90.13647311094665,17,0.0,0.0,1.0,0.0,0.0
electron,66.53916604268447,18,0.0,0.0,1.0,0.0,0.0
electron,41.46378112997906,13,0.0,0.0,1.0,0.0,0.0
electron,57.31318853333123,15,0.0,0.0,1.0,0.0,0.0
electron,61.87428175315309,12,0.0,0.0,1.0,0.0,0.0
electron,17.8672219719312,22,0.0,0.0,1.0,0.0,0.0
electron,63.323345372264185,13,0.0,0.0,1.0,0.0,0.0
electron,18.287269591047707,9,0.0,0.0,1.0,0.0,0.0
electron,4.1285484712114116,12,0.0,0.0,1.0,0.0,0.0
electron,44.09907082601129,18,0.0,0.0,1.0,0.0,0.0
electron,94.90230035036981,8,0.0,0.0,1.0,0.0,0.0
electron,2.469910719165419,15,0.0,0.0,1.0,0.0,0.0
electron,91.78426226612713,13,0.0,0.0,1.0,0.0,0.0
electron,62.35120475762087,19,0.0,0.0,1.0,0.0,0.0
electron,7.873972098629172,17,0.0,0.0,1.0,0.0,0.0
electron,83.67350577607783,12,0.0,0.0,1.0,0.0,0.0
electron,59.35937009059743,10,0.0,0.0,1.0,0.0,0.0
electron,23.35799126756697,14,0.0,0.0,1.0,0.0,0.0
electron,81.57364333901775,24,0.0,0.0,1.0,0.0,0.0
electron,88.20528774634143,11,0.0,0.0,1.0,0.0,0.0
electron,63.09434702333648,10,0.0,0.0,1.0,0.0,0.0
electron,41.363351281201794,16,0.0,0.0,1.0,0.0,0.0
electron,11.422133810383666,15,0.0,0.0,1.0,0.0,0.0
electron,27.931236651764536,14,0.0,0.0,1.0,0.0,0.0
electron,94.89207414852517,16,0.0,0.0,1.0,0.0,0.0
electron,16.208620491011597,10,0.0,0.0,1.0,0.0,0.0
electron,35.31591766105668,12,0.0,0.0,1.0,0.0,0.0
electron,5.852127349225663,13,0.0,0.0,1.0,0.0,0.0
electron,68.5381193016119,12,0.0,0.0,1.0,0.0,0.0
electron,63.04297067226857,8,0.0,0.0,1.0,0.0,0.0
electron,27.159770468578245,5,0.0,0.0,1.0,0.0,0.0
electron,86.35065749321221,14,0.0,0.0,1.0,0.0,0.0
electron,22.29155429925734,9,0.0,0.0,1.0,0.0,0.0
electron,4.0405670170966435,15,0.0,0.0,1.0,0.0,0.0
electron,80.19075662919705,16,0.0,0.0,1.0,0.0,0.0
electron,75.8161570652042,9,0.0,0.0,1.0,0.0,0.0
electron,10.04663862376151,18,0.0,0.0,1.0,0.0,0.0
electron,76.42273727684193,16,0.0,0.0,1.0,0.0,0.0
electron,68.65240426205084,15,0.0,0.0,1.0,0.0,0.0
electron,98.0258492134992,10,0.0,0.0,1.0,0.0,0.0
electron,66.46884730757797,19,0.0,0.0,1.0,0.0,0.0
electron,15.32223403109419,16,0.0,0.0,1.0,0.0,0.0
electron,37.91227828850631,14,0.0,0.0,1.0,0.0,0.0
electron,95.23579954640039,9,0.0,0.0,1.0,0.0,0.0
electron,54.38770466667281,13,0.0,0.0,1.0,0.0,0.0
electron,19.105204544535763,16,0.0,0.0,1.0,0.0,0.0
electron,42.31830117215487,16,0.0,0.0,1.0,0.0,0.0
electron,13.254844063485997,27,0.0,0.0,1.0,0.0,0.0
electron,20.58708861055153,14,0.0,0.0,1.0,0.0,0.0
electron,82.07182699791595,12,0.0,0.0,1.0,0.0,0.0
electron,37.26881343495168,8,0.0,0.0,1.0,0.0,0.0
electron,35.75277661443694,6,0.0,0.0,1.0,0.0,0.0
electron,14.575884942687866,17,0.0,0.0,1.0,0.0,0.0
electron,35.78932584661484,10,0.0,0.0,1.0,0.0,0.0
electron,73.91281060984896,10,0.0,0.0,1.0,0.0,0.0
electron,45.869334073516896,15,0.0,0.0,1.0,0.0,0.0
electron,57.59550250025342,25,0.0,0.0,1.0,0.0,0.0
electron,79.72323919595725,20,0.0,0.0,1.0,0.0,0.0
electron,69.64001053890173,25,0.0,0.0,1.0,0.0,0.0
electron,87.45605173252302,17,0.0,0.0,1.0,0.0,0.0
electron,51.9981979038204,15,0.0,0.0,1.0,0.0,0.0
electron,28.8226232758435,23,0.0,0.0,1.0,0.0,0.0
electron,84.03455646096904,14,0.0,0.0,1.0,0.0,0.0
electron,29.980932829876327,10,0.0,0.0,1.0,0.0,0.0
electron,66.62901865938987,13,0.0,0.0,1.0,0.0,0.0
electron,97.50739713831017,19,0.0,0.0,1.0,0.0,0.0
electron,57.407815269740254,10,0.0,0.0,1.0,0.0,0.0
electron,98.37751140381536,12,0.0,0.0,1.0,0.0,0.0
electron,4.642617249497027,17,0.0,0.0,1.0,0.0,0.0
electron,24.20787937325772,20,0.0,0.0,1.0,0.0,0.0
electron,59.46966552776487,20,0.0,0.0,1.0,0.0,0.0
electron,82.25529363191674,18,0.0,0.0,1.0,0.0,0.0
electron,64.57305103176424,13,0.0,0.0,1.0,0.0,0.0
electron,77.67290604870678,21,0.0,0.0,1.0,0.0,0.0
electron,36.483421444410325,12,0.0,0.0,1.0,0.0,0.0
electron,39.792162577352784,17,0.0,0.0,1.0,0.0,0.0
electron,71.39104379998335,14,0.0,0.0,1.0,0.0,0.0
electron,94.66265448356009,18,0.0,0.0,1.0,0.0,0.0
electron,42.941446466354364,10,0.0,0.0,1.0,0.0,0.0
electron,31.779028332684344,17,0.0,0.0,1.0,0.0,0.0
electron,49.069175953944374,18,0.0,0.0,1.0,0.0,0.0
electron,74.30434591031394,14,0.0,0.0,1.0,0.0,0.0
electron,50.21334967047785,10,0.0,0.0,1.0,0.0,0.0
electron,4.098919069608315,18,0.0,0.0,1.0,0.0,0.0
electron,97.29511310875583,11,0.0,0.0,1.0,0.0,0.0
electron,75.9615269744553,18,0.0,0.0,1.0,0.0,0.0
electron,96.4185525885956,19,0.0,0.0,1.0,0.0,0.0
electron,34.38839469218602,19,0.0,0.0,1.0,0.0,0.0
electron,49.21747907318531,12,0.0,0.0,1.0,0.0,0.0
electron,83.12923589274713,16,0.0,0.0,1.0,0.0,0.0
electron,57.80895752804394,18,0.0,0.0,1.0,0.0,0.0
electron,93.50990932238747,19,0.0,0.0,1.0,0.0,0.0
electron,59.609391252599124,16,0.0,0.0,1.0,0.0,0.0
electron,72.5064760483466,17,0.0,0.0,1.0,0.0,0.0
electron,39.30204750162936,19,0.0,0.0,1.0,0.0,0.0
electron,49.87001794828817,12,0.0,0.0,1.0,0.0,0.0
electron,87.54671841586176,12,0.0,0.0,1.0,0.0,0.0
electron,5.4303656708364425,18,0.0,0.0,1.0,0.0,0.0
electron,65.99946672801795,13,0.0,0.0,1.0,0.0,0.0
electron,80.71655838149437,9,0.0,0.0,1.0,0.0,0.0
electron,15.365576351551955,9,0.0,0.0,1.0,0.0,0.0
electron,25.81330611796392,10,0.0,0.0,1.0,0.0,0.0
electron,8.985058683953529,12,0.0,0.0,1.0,0.0,0.0
electron,80.99481165751551,17,0.0,0.0,1.0,0.0,0.0
electron,48.68908049022976,17,0.0,0.0,1.0,0.0,0.0
electron,67.50101706594663,10,0.0,0.0,1.0,0.0,0.0
electron,39.64457955019289,13,0.0,0.0,1.0,0.0,0.0
electron,50.966659226985826,16,0.0,0.0,1.0,0.0,0.0
electron,71.90497905428802,12,0.0,0.0,1.0,0.0,0.0
electron,48.32432375309365,15,0.0,0.0,1.0,0.0,0.0
electron,14.039870776069915,15,0.0,0.0,1.0,0.0,0.0
electron,50.07767725693004,18,0.0,0.0,1.0,0.0,0.0
electron,6.629512615941991,17,0.0,0.0,1.0,0.0,0.0
electron,95.29298777304116,11,0.0,0.0,1.0,0.0,0.0
electron,83.48844673502067,13,0.0,0.0,1.0,0.0,0.0
electron,59.30763940927524,14,0.0,0.0,1.0,0.0,0.0
electron,66.42589389655393,19,0.0,0.0,1.0,0.0,0.0
electron,99.1603170556028,9,0.0,0.0,1.0,0.0,0.0
electron,77.35604795137832,11,0.0,0.0,1.0,0.0,0.0
electron,56.93610453122173,16,0.0,0.0,1.0,0.0,0.0
electron,29.584137366460965,12,0.0,0.0,1.0,0.0,0.0
electron,11.837892262774492,22,0.0,0.0,1.0,0.0,0.0
electron,74.40083772176085,9,0.0,0.0,1.0,0.0,0.0
electron,10.294687318862207,17,0.0,0.0,1.0,0.0,0.0
electron,54.42370493107664,17,0.0,0.0,1.0,0.0,0.0
electron,11.938839032311504,17,0.0,0.0,1.0,0.0,0.0
electron,76.15685047517972,19,0.0,0.0,1.0,0.0,0.0
electron,97.28913893074927,10,0.0,0.0,1.0,0.0,0.0
electron,51.88111655046686,12,0.0,0.0,1.0,0.0,0.0
electron,70.2765490249964,17,0.0,0.0,1.0,0.0,0.0
electron,92.9565922470923,27,0.0,0.0,1.0,0.0,0.0
electron,81.27181233451827,15,0.0,0.0,1.0,0.0,0.0
electron,66.78476175008657,18,0.0,0.0,1.0,0.0,0.0
electron,44.28576710850866,20,0.0,0.0,1.0,0.0,0.0
electron,38.60673770370037,20,0.0,0.0,1.0,0.0,0.0
electron,63.32042822287372,15,0.0,0.0,1.0,0.0,0.0
electron,27.959962781887043,14,0.0,0.0,1.0,0.0,0.0
electron,3.8027557719716825,16,0.0,0.0,1.0,0.0,0.0
electron,15.193015278420132,18,0.0,0.0,1.0,0.0,0.0
electron,72.66481022525768,16,0.0,0.0,1.0,0.0,0.0
electron,71.30503130569794,12,0.0,0.0,1.0,0.0,0.0
electron,26.39611500338117,17,0.0,0.0,1.0,0.0,0.0
electron,55.21828618584839,22,0.0,0.0,1.0,0.0,0.0
electron,51.42188121915227,22,0.0,0.0,1.0,0.0,0.0
electron,59.13978676259175,15,0.0,0.0,1.0,0.0,0.0
electron,86.16713249052523,11,0.0,0.0,1.0,0.0,0.0
electron,67.65504670350172,19,0.0,0.0,1.0,0.0,0.0
electron,8.15884413186413,17,0.0,0.0,1.0,0.0,0.0
electron,25.5927111577186,11,0.0,0.0,1.0,0.0,0.0
electron,45.16932235351815,21,0.0,0.0,1.0,0.0,0.0
electron,36.65019545161077,9,0.0,0.0,1.0,0.0,0.0
electron,68.13610351740739,13,0.0,0.0,1.0,0.0,0.0
electron,3.273138977960299,9,0.0,0.0,1.0,0.0,0.0
electron,21.629312686194467,20,0.0,0.0,1.0,0.0,0.0
electron,20.494656461326585,15,0.0,0.0,1.0,0.0,0.0
electron,72.55165210783393,15,0.0,0.0,1.0,0.0,0.0
electron,65.22188583627096,11,0.0,0.0,1.0,0.0,0.0
electron,21.31164273943963,12,0.0,0.0,1.0,0.0,0.0
electron,7.428002978348158,11,0.0,0.0,1.0,0.0,0.0
electron,68.71256256636619,12,0.0,0.0,1.0,0.0,0.0
electron,18.519276223107767,25,0.0,0.0,1.0,0.0,0.0
muon,41.59331913417971,9,0.0,0.0,0.0,1.0,0.0
muon,57.814510568055915,11,0.0,0.0,0.0,1.0,0.0
muon,84.36897209896826,10,0.0,0.0,0.0,1.0,0.0
muon,11.378985204219392,20,0.0,0.0,0.0,1.0,0.0
muon,41.88297413870722,24,0.0,0.0,0.0,1.0,0.0
muon,35.923747667564704,23,0.0,0.0,0.0,1.0,0.0
muon,90.0086158155519,19,0.0,0.0,0.0,1.0,0.0
muon,85.94507085643349,15,0.0,0.0,0.0,1.0,0.0
muon,19.4551601627904,7,0.0,0.0,0.0,1.0,0.0
muon,50.881317264171166,18,0.0,0.0,0.0,1.0,0.0
muon,40.81086371611029,15,0.0,0.0,0.0,1.0,0.0
muon,20.591125277162387,13,0.0,0.0,0.0,1.0,0.0
muon,82.27196157705446,17,0.0,0.0,0.0,1.0,0.0
muon,46.59570637113451,8,0.0,0.0,0.0,1.0,0.0
muon,20.308655292954157,17,0.0,0.0,0.0,1.0,0.0
muon,63.95437401836918,10,0.0,0.0,0.0,1.0,0.0
muon,58.213113388907054,9,0.0,0.0,0.0,1.0,0.0
muon,73.26829860675927,18,0.0,0.0,0.0,1.0,0.0
muon,3.9978069281677646,4,0.0,0.0,0.0,1.0,0.0
muon,33.52058309406994,19,0.0,0.0,0.0,1.0,0.0
muon,5.27026209059378,3,0.0,0.0,0.0,1.0,0.0
muon,12.688613180768462,13,0.0,0.0,0.0,1.0,0.0
muon,25.48744950720462,17,0.0,0.0,0.0,1.0,0.0
muon,68.57879999071953,13,0.0,0.0,0.0,1.0,0.0
muon,72.25185005709153,17,0.0,0.0,0.0,1.0,0.0
muon,6.620970845638084,10,0.0,0.0,0.0,1.0,0.0
muon,67.62583965555231,20,0.0,0.0,0.0,1.0,0.0
muon,92.13781373724255,16,0.0,0.0,0.0,1.0,0.0
muon,54.9494567247682,25,0.0,0.0,0.0,1.0,0.0
muon,33.231750088481185,14,0.0,0.0,0.0,1.0,0.0
muon,25.113789478122445,13,0.0,0.0,0.0,1.0,0.0
muon,4.371555767103109,6,0.0,0.0,0.0,1.0,0.0
muon,31.96828114427911,16,0.0,0.0,0.0,1.0,0.0
muon,96.96899038432709,12,0.0,0.0,0.0,1.0,0.0
muon,78.05749590660395,14,0.0,0.0,0.0,1.0,0.0
muon,51.271291030086,16,0.0,0.0,0.0,1.0,0.0
muon,35.67270762000077,17,0.0,0.0,0.0,1.0,0.0
muon,89.51325626440249,21,0.0,0.0,0.0,1.0,0.0
muon,79.02687956171275,14,0.0,0.0,0.0,1.0,0.0
muon,41.35046215566257,12,0.0,0.0,0.0,1.0,0.0
muon,62.236953322027226,15,0.0,0.0,0.0,1.0,0.0
muon,64.35072832078228,14,0.0,0.0,0.0,1.0,0.0
muon,56.47325377840367,17,0.0,0.0,0.0,1.0,0.0
muon,8.337300069699609,17,0.0,0.0,0.0,1.0,0.0
muon,31.235768258578425,19,0.0,0.0,0.0,1.0,0.0
muon,90.31026338155161,12,0.0,0.0,0.0,1.0,0.0
muon,4.389933300397596,8,0.0,0.0,0.0,1.0,0.0
muon,44.93719213864375,15,0.0,0.0,0.0,1.0,0.0
muon,67.68415312908023,15,0.0,0.0,0.0,1.0,0.0
muon,7.809259750273517,7,0.0,0.0,0.0,1.0,0.0
muon,23.293531048799796,12,0.0,0.0,0.0,1.0,0.0
muon,91.94241093470345,14,0.0,0.0,0.0,1.0,0.0
muon,96.58864439040802,17,0.0,0.0,0.0,1.0,0.0
muon,27.863236387703022,11,0.0,0.0,0.0,1.0,0.0
muon,2.380708928882213,0,0.0,0.0,0.0,1.0,0.0
muon,41.01961658610686,13,0.0,0.0,0.0,1.0,0.0
muon,25.173431029477193,17,0.0,0.0,0.0,1.0,0.0
muon,90.47846699879614,17,0.0,0.0,0.0,1.0,0.0
muon,15.347815489189045,11,0.0,0.0,0.0,1.0,0.0
muon,87.23788242315372,20,0.0,0.0,0.0,1.0,0.0
muon,47.82314315534013,15,0.0,0.0,0.0,1.0,0.0
muon,34.01477759694527,14,0.0,0.0,0.0,1.0,0.0
muon,4.922520162487198,7,0.0,0.0,0.0,1.0,0.0
